,train_loss,valid_loss,train_misclass,valid_misclass,runtime
0,2.831390619277954,2.5790300369262695,0.7522271714922049,0.7416666666666667,0.0
1,2.1934216022491455,1.548902988433838,0.7516703786191536,0.7416666666666667,14.498224973678589
2,1.4147872924804688,1.4023514986038208,0.7483296213808464,0.7333333333333334,13.376227378845215
3,1.5071451663970947,1.4410284757614136,0.7399777282850779,0.7541666666666667,13.43706488609314
4,1.5020182132720947,1.440065622329712,0.7444320712694877,0.7583333333333333,13.48992395401001
5,1.491209626197815,1.4435404539108276,0.744988864142539,0.7541666666666667,13.468979120254517
6,1.418415904045105,1.3995673656463623,0.7416481069042316,0.7333333333333334,13.49590802192688
7,1.3884156942367554,1.3867491483688354,0.7221603563474388,0.75,13.466984510421753
8,1.3876426219940186,1.396466851234436,0.7171492204899776,0.7375,13.5188467502594
9,1.3612632751464844,1.3909720182418823,0.673162583518931,0.7166666666666667,13.49790072441101
10,1.3629016876220703,1.3980377912521362,0.6993318485523385,0.7125,13.446040630340576
11,1.3632975816726685,1.3955286741256714,0.6564587973273942,0.7125,13.500893831253052
12,1.3699408769607544,1.4019067287445068,0.7010022271714922,0.7416666666666667,13.529817819595337
13,1.3304557800292969,1.4044303894042969,0.6414253897550111,0.7333333333333334,13.49690294265747
14,1.3477340936660767,1.3893996477127075,0.6714922048997773,0.7541666666666667,13.478952884674072
15,1.3436946868896484,1.3942162990570068,0.6603563474387528,0.725,13.504883050918579
16,1.3198144435882568,1.4125354290008545,0.6302895322939867,0.7541666666666667,13.48393964767456
17,1.3196111917495728,1.3814795017242432,0.6391982182628062,0.7041666666666666,13.508873701095581
